Order Number,Divisible by 5,On Hold
O15767,FALSE,
O15795,TRUE,On Hold
O15803,FALSE,
O15829,FALSE,
O15843,FALSE,
O15915,TRUE,On Hold
O15963,FALSE,
O16179,FALSE,
O16867,FALSE,
O17139,FALSE,
O17595,TRUE,On Hold
O17731,FALSE,
O20051,FALSE,
O21387,FALSE,
O21577,FALSE,
O23771,FALSE,
O23951,FALSE,
O24003,FALSE,
O24753,FALSE,
O25109,FALSE,
O26267,FALSE,
O27111,FALSE,
O27381,FALSE,
O27939,FALSE,
O27995,TRUE,On Hold
O27999,FALSE,
O28335,TRUE,On Hold
O28351,FALSE,
O29119,FALSE,
O29569,FALSE,
O30915,TRUE,On Hold
O30979,FALSE,
O31675,TRUE,On Hold
O31735,TRUE,On Hold
O31911,FALSE,
O31921,FALSE,
O31985,TRUE,On Hold
O32005,TRUE,On Hold
O32037,FALSE,
O32051,FALSE,
O32059,FALSE,
O32087,FALSE,
O32107,FALSE,
O32119,FALSE,
O32167,FALSE,
O32193,FALSE,
O32203,FALSE,
O32343,FALSE,
O32405,TRUE,On Hold
O32445,TRUE,On Hold
O32541,FALSE,
O32587,FALSE,
O32595,TRUE,On Hold
O32683,FALSE,
O32751,FALSE,
O32865,TRUE,On Hold
O32893,FALSE,
O33095,TRUE,On Hold
O33111,FALSE,
O33183,FALSE,
O33203,FALSE,
O33299,FALSE,
O33363,FALSE,
O33763,FALSE,
O33931,FALSE,
O33985,TRUE,On Hold
O34115,TRUE,On Hold
O34121,FALSE,
O34125,TRUE,On Hold
O34365,TRUE,On Hold
O34581,FALSE,
O34769,FALSE,
O34975,TRUE,On Hold
O35085,TRUE,On Hold
O35105,TRUE,On Hold
O35257,FALSE,
O35301,FALSE,
O35367,FALSE,
O35371,FALSE,
O35427,FALSE,
O35515,TRUE,On Hold
O35599,FALSE,
O35625,TRUE,On Hold
O35791,FALSE,
O35819,FALSE,
O36007,FALSE,
O36069,FALSE,
O36107,FALSE,
O36181,FALSE,
O36257,FALSE,
O36275,TRUE,On Hold
O36279,FALSE,
O36553,FALSE,
O36601,FALSE,
O36605,TRUE,On Hold
O36761,FALSE,
O36763,FALSE,
O36785,TRUE,On Hold
O36927,FALSE,
O37019,FALSE,
O37029,FALSE,
O37053,FALSE,
O37113,FALSE,
O37125,TRUE,On Hold
O37263,FALSE,
O37267,FALSE,
O37513,FALSE,
O37549,FALSE,
O37585,TRUE,On Hold
O37637,FALSE,
O37659,FALSE,
O37661,FALSE,
O37779,FALSE,
O37845,TRUE,On Hold
O38125,TRUE,On Hold
O38127,FALSE,
O38235,TRUE,On Hold
O38275,TRUE,On Hold
O38287,FALSE,
O38407,FALSE,
O38427,FALSE,
O38445,TRUE,On Hold
O38447,FALSE,
O38501,FALSE,
O38539,FALSE,
O38543,FALSE,
O38577,FALSE,
O38641,FALSE,
O38643,FALSE,
O38645,TRUE,On Hold
O38647,FALSE,
O38649,FALSE,
O38667,FALSE,
O38691,FALSE,
O38765,TRUE,On Hold
O38801,FALSE,
O38881,FALSE,
O38893,FALSE,
O38919,FALSE,
O38987,FALSE,
O39017,FALSE,
O39159,FALSE,
O39171,FALSE,
O39189,FALSE,
O39199,FALSE,
O39201,FALSE,
O39207,FALSE,
O39211,FALSE,
O39349,FALSE,
O39419,FALSE,
O39517,FALSE,
O39523,FALSE,
O39551,FALSE,
O39573,FALSE,
O39651,FALSE,
O39699,FALSE,
O39701,FALSE,
O39779,FALSE,
O39781,FALSE,
O39785,TRUE,On Hold
O39803,FALSE,
O39823,FALSE,
O39869,FALSE,
O39959,FALSE,
O39967,FALSE,
O39977,FALSE,
O39991,FALSE,
O40031,FALSE,
O40033,FALSE,
O40039,FALSE,
O40057,FALSE,
O40071,FALSE,
O40095,TRUE,On Hold
O40111,FALSE,
O40115,TRUE,On Hold
O40119,FALSE,
O40121,FALSE,
O40125,TRUE,On Hold
O40175,TRUE,On Hold
O40181,FALSE,
O40197,FALSE,
O40213,FALSE,
O40215,TRUE,On Hold
O40283,FALSE,
O40299,FALSE,
O40311,FALSE,
O40385,TRUE,On Hold
O40443,FALSE,
O40453,FALSE,
O40525,TRUE,On Hold
O40615,TRUE,On Hold
O40631,FALSE,
O40739,FALSE,
O40757,FALSE,
O40769,FALSE,
O40901,FALSE,
O40951,FALSE,
O40979,FALSE,
O41011,FALSE,
O41127,FALSE,
O41141,FALSE,
O41151,FALSE,
O41187,FALSE,
O41199,FALSE,
O41201,FALSE,
O41217,FALSE,
O41249,FALSE,
O41281,FALSE,
O41361,FALSE,
O41437,FALSE,
O41453,FALSE,
O41629,FALSE,
O41659,FALSE,
O41685,TRUE,On Hold
O41719,FALSE,
O41767,FALSE,
O41795,TRUE,On Hold
O41861,FALSE,
O41901,FALSE,
O41917,FALSE,
O41947,FALSE,
O41979,FALSE,
O42021,FALSE,
O42033,FALSE,
O42053,FALSE,
O42063,FALSE,
O42065,TRUE,On Hold
O42067,FALSE,
O42079,FALSE,
O42127,FALSE,
O42129,FALSE,
O42149,FALSE,
O42151,FALSE,
O42157,FALSE,
O42183,FALSE,
O42203,FALSE,
O42233,FALSE,
O42243,FALSE,
O42291,FALSE,
O42301,FALSE,
O42321,FALSE,
O42335,TRUE,On Hold
O42347,FALSE,
O42353,FALSE,
O42421,FALSE,
O42423,FALSE,
O42431,FALSE,
O42445,TRUE,On Hold
O42457,FALSE,
O42461,FALSE,
O42547,FALSE,
O42565,TRUE,On Hold
O42615,TRUE,On Hold
O42617,FALSE,
O42621,FALSE,
O42627,FALSE,
O42629,FALSE,
O42631,FALSE,
O42641,FALSE,
O42647,FALSE,
O42695,TRUE,On Hold
O42699,FALSE,
O42705,TRUE,On Hold
O42715,TRUE,On Hold
O42729,FALSE,
O42753,FALSE,
O42761,FALSE,
O42765,TRUE,On Hold
O42771,FALSE,
O42815,TRUE,On Hold
O42829,FALSE,
O42835,TRUE,On Hold
O42851,FALSE,
O42885,TRUE,On Hold
O42891,FALSE,
O42895,TRUE,On Hold
O42897,FALSE,
O42903,FALSE,
